sku_id,kategori,arsvolum,cv_target,pris,leveringstid_dager,lt_variabilitet,holdbarhet_dager,substitusjonsgrad,kampanjer_ar
S02000,daglig,7150.58,0.236,34.09,2.8,0.266,28.3,0.561,4.69
S02001,premium,181.36,1.389,1107.65,18.85,0.238,559.1,0.198,0.05
S02002,reservedel,15.94,2.591,856.72,11.2,0.311,1916.6,0.164,0.14
S02003,reservedel,12.28,1.262,2571.06,31.69,0.369,3463.6,0.268,0.75
S02004,premium,610.54,0.815,1024.69,15.27,0.178,1357.4,0.316,0.29
S02005,sesong,7803.57,0.607,97.79,18.76,0.344,145.7,0.36,9.02
S02006,premium,881.06,0.578,1005.8,18.73,0.151,739.7,0.275,1.58
S02007,sesong,882.81,0.843,66.81,18.19,0.234,73.1,0.486,8.46
S02008,ikke-mat,147.22,0.924,285.59,29.68,0.252,1749.5,0.232,2.82
S02009,ferskvare,4514.44,0.578,27.29,2.89,0.115,2.6,0.668,4.29
S02010,ferskvare,6500.76,0.457,28.53,2.75,0.107,4.2,0.325,4.48
S02011,premium,361.73,0.909,579.05,5.18,0.412,283.8,0.289,1.1
S02012,reservedel,685.74,1.765,1792.23,65.07,0.588,2430.1,0.239,1.27
S02013,sesong,3829.22,0.809,121.03,6.87,0.196,283.3,0.16,7.84
S02014,ferskvare,9087.01,0.374,34.36,1.75,0.154,4.6,0.598,5.31
S02015,reservedel,5.25,1.434,2696.56,14.54,0.42,2327.6,0.098,1.94
S02016,daglig,10185.4,0.191,42.21,4.06,0.153,14.0,0.463,7.21
S02017,frossen,783.13,0.357,184.6,25.62,0.214,384.3,0.261,2.84
S02018,frossen,1159.31,0.558,48.64,25.35,0.346,439.1,0.517,4.03
S02019,reservedel,12.31,1.758,1073.88,59.35,0.233,1990.7,0.232,0.62
S02020,reservedel,139.27,1.346,2306.4,27.21,0.361,2318.8,0.282,1.59
S02021,ferskvare,3533.35,0.546,70.89,2.03,0.11,5.3,0.507,2.55
S02022,sesong,1701.05,0.566,108.74,6.8,0.281,310.0,0.227,3.57
S02023,sesong,2547.42,0.857,112.46,18.89,0.349,121.8,0.378,6.27
S02024,sesong,7557.8,0.613,74.53,15.82,0.274,157.1,0.147,7.05
S02025,ferskvare,5088.85,0.251,36.17,2.56,0.211,1.1,0.488,3.19
S02026,ikke-mat,379.97,0.75,298.57,28.67,0.28,857.5,0.111,0.23
S02027,ferskvare,5924.74,0.252,82.55,1.35,0.184,5.1,0.444,3.64
S02028,reservedel,46.91,1.23,3182.08,22.23,0.204,3486.8,0.129,0.8
S02029,kampanje,1712.78,0.722,59.33,9.2,0.292,161.9,0.665,11.81
S02030,kampanje,4951.39,1.112,112.76,11.06,0.24,59.3,0.663,14.08
S02031,ferskvare,5375.22,0.324,43.86,2.94,0.103,5.3,0.692,1.52
S02032,reservedel,28.36,1.83,2712.55,40.39,0.224,1092.7,0.113,0.65
S02033,frossen,1051.2,0.211,171.84,26.36,0.326,371.4,0.26,4.27
S02034,sesong,1811.09,0.565,105.83,5.02,0.205,260.1,0.282,4.02
S02035,premium,192.52,1.104,1055.27,5.36,0.334,1458.6,0.275,1.58
S02036,daglig,20605.07,0.414,57.3,2.16,0.141,9.7,0.709,2.27
S02037,frossen,2144.93,0.441,80.47,16.88,0.288,427.0,0.399,3.68
S02038,reservedel,101.26,2.474,2557.04,54.2,0.395,3357.6,0.146,1.86
S02039,kampanje,1967.68,0.581,94.09,10.86,0.32,176.4,0.518,12.17
S02040,premium,253.41,0.531,1126.82,19.24,0.151,1262.0,0.341,0.32
S02041,sesong,1567.96,0.696,61.88,9.61,0.272,135.1,0.23,9.52
S02042,premium,89.32,1.31,1729.5,3.1,0.223,1022.2,0.231,0.34
S02043,sesong,1057.37,0.722,103.12,15.18,0.213,67.2,0.456,9.5
S02044,premium,186.77,1.139,705.49,6.28,0.201,409.4,0.199,0.84
S02045,reservedel,2.88,1.627,535.0,62.55,0.222,1421.8,0.186,1.4
S02046,premium,73.01,0.951,754.78,8.19,0.32,626.3,0.198,0.05
S02047,premium,76.69,0.798,1674.27,16.24,0.323,1025.8,0.129,2.43
S02048,reservedel,44.58,2.526,801.89,47.52,0.418,1139.3,0.109,1.56
S02049,kampanje,1722.71,0.742,82.67,10.19,0.294,128.3,0.597,15.43
S02050,sesong,1040.15,0.753,82.25,6.13,0.182,245.0,0.471,3.18
S02051,kampanje,2421.6,0.915,94.97,11.35,0.345,146.8,0.329,14.11
S02052,frossen,1992.86,0.569,164.18,9.26,0.249,294.8,0.585,2.44
S02053,reservedel,120.93,1.999,2103.96,24.44,0.514,987.4,0.245,0.42
S02054,frossen,4829.91,0.339,135.61,12.62,0.314,93.7,0.35,5.31
S02055,premium,365.39,0.978,1587.32,10.26,0.433,1302.5,0.226,1.1
S02056,ferskvare,6009.74,0.514,28.94,1.48,0.122,5.6,0.586,1.95
S02057,frossen,2149.7,0.579,64.46,13.39,0.27,371.2,0.255,2.77
S02058,frossen,1767.13,0.417,61.46,15.16,0.227,253.2,0.36,2.45
S02059,ikke-mat,312.13,1.665,51.03,21.03,0.183,1547.8,0.452,2.47
S02060,daglig,11190.72,0.261,22.47,4.0,0.127,22.5,0.588,3.07
S02061,frossen,1930.35,0.436,122.39,24.8,0.202,367.5,0.364,2.77
S02062,frossen,3444.98,0.362,90.32,10.55,0.4,475.2,0.228,4.26
S02063,daglig,9510.4,0.295,15.52,4.23,0.282,14.8,0.42,7.67
S02064,sesong,1494.33,0.688,100.81,8.79,0.185,94.5,0.128,6.56
S02065,daglig,4829.57,0.36,30.63,2.14,0.207,12.8,0.642,4.1
S02066,premium,94.29,1.51,591.27,19.92,0.211,270.5,0.158,2.44
S02067,frossen,6745.66,0.484,103.08,25.74,0.392,446.2,0.423,5.3
S02068,ikke-mat,144.53,1.68,449.82,21.63,0.219,575.9,0.484,3.49
S02069,ikke-mat,451.23,1.204,405.1,9.07,0.214,1113.0,0.233,1.73
S02070,ikke-mat,434.99,0.664,338.34,7.21,0.447,659.8,0.394,2.37
S02071,ferskvare,4003.78,0.27,41.5,1.4,0.12,5.4,0.385,2.12
S02072,ferskvare,7122.51,0.412,53.53,2.33,0.188,3.9,0.458,2.33
S02073,premium,47.11,1.435,1137.86,14.41,0.303,1368.6,0.226,1.28
S02074,ikke-mat,256.94,1.326,229.66,11.55,0.236,1535.1,0.212,0.02
S02075,kampanje,5894.06,0.914,68.9,13.18,0.27,149.2,0.589,13.73
S02076,daglig,4400.76,0.44,20.03,2.07,0.264,16.3,0.618,3.33
S02077,kampanje,1374.11,1.17,67.53,13.77,0.302,123.2,0.57,13.88
S02078,premium,69.78,0.746,779.78,15.64,0.162,1076.5,0.191,0.82
S02079,frossen,623.23,0.585,198.46,16.62,0.28,125.6,0.511,2.65
S02080,ikke-mat,567.16,1.789,98.96,22.08,0.313,1155.1,0.172,2.89
S02081,ikke-mat,358.86,1.145,303.95,28.04,0.408,1154.6,0.261,1.85
S02082,sesong,591.12,0.923,62.87,11.55,0.306,171.1,0.455,4.7
S02083,daglig,5074.39,0.302,56.65,3.69,0.127,14.6,0.557,5.5
S02084,daglig,4201.48,0.315,55.4,3.69,0.23,12.3,0.721,3.62
S02085,sesong,1126.61,0.484,71.56,8.39,0.329,141.2,0.49,6.45
S02086,frossen,5343.65,0.357,65.27,24.51,0.224,483.1,0.218,3.2
S02087,frossen,1744.46,0.405,189.99,14.69,0.208,432.7,0.432,5.31
S02088,sesong,2654.41,0.819,52.24,20.99,0.185,313.1,0.185,8.48
S02089,ikke-mat,335.22,1.171,221.53,25.84,0.353,1272.1,0.194,1.78
S02090,premium,49.82,1.232,514.37,10.3,0.405,879.5,0.369,0.7
S02091,daglig,4898.25,0.27,44.22,2.59,0.204,10.2,0.652,6.98
S02092,ferskvare,3066.89,0.41,51.95,2.44,0.111,3.4,0.614,3.66
S02093,reservedel,18.79,2.464,321.32,15.47,0.411,2099.5,0.192,0.46
S02094,ikke-mat,92.22,1.499,166.71,23.18,0.374,486.7,0.384,3.52
S02095,ikke-mat,373.54,1.248,415.33,19.97,0.252,649.0,0.374,3.09
S02096,premium,127.03,1.496,742.85,13.87,0.18,300.9,0.121,2.78
S02097,ferskvare,10787.82,0.402,39.36,2.08,0.1,3.3,0.492,5.02
S02098,sesong,2770.49,0.875,78.92,7.25,0.23,353.7,0.186,4.22
S02099,ferskvare,5721.73,0.302,72.71,1.86,0.174,4.0,0.687,1.92
S02100,reservedel,60.63,0.91,2041.26,49.16,0.501,3433.1,0.226,1.46
S02101,ikke-mat,71.3,1.162,216.98,17.55,0.288,1231.7,0.24,0.96
S02102,kampanje,1573.21,1.153,69.62,13.62,0.283,88.1,0.667,15.6
S02103,premium,125.7,0.948,333.29,20.4,0.218,812.7,0.134,1.94
S02104,premium,194.87,1.344,1045.41,5.33,0.153,451.9,0.317,2.49
S02105,sesong,2573.1,0.57,144.46,20.44,0.301,87.1,0.275,9.93
S02106,kampanje,5869.46,0.986,113.86,11.73,0.322,106.0,0.672,12.74
S02107,ferskvare,5060.08,0.515,83.68,2.1,0.146,1.3,0.624,4.11
S02108,reservedel,42.65,2.392,2951.34,63.23,0.441,3581.4,0.262,0.21
S02109,ikke-mat,115.97,1.704,354.14,21.19,0.264,404.5,0.211,2.74
S02110,reservedel,588.57,0.904,728.88,50.38,0.313,1135.2,0.025,1.28
S02111,premium,44.99,0.846,418.75,17.38,0.446,641.3,0.36,2.29
S02112,frossen,3597.93,0.37,51.71,9.49,0.353,478.5,0.383,2.24
S02113,premium,401.29,1.51,839.33,14.71,0.313,1318.9,0.35,0.6
S02114,daglig,3934.66,0.404,56.51,4.36,0.135,19.8,0.666,3.63
S02115,ikke-mat,3094.48,1.694,220.07,5.01,0.34,1282.3,0.448,2.16
S02116,reservedel,134.22,2.476,1843.91,26.29,0.56,1074.3,0.029,1.07
S02117,sesong,1444.82,0.914,64.17,20.84,0.154,96.2,0.174,3.56
S02118,frossen,4096.7,0.546,170.43,22.64,0.201,479.6,0.359,4.93
S02119,frossen,3513.11,0.406,187.82,12.52,0.343,521.1,0.344,3.55
S02120,ikke-mat,59.03,1.571,225.71,17.16,0.228,1808.0,0.457,2.4
S02121,premium,88.59,1.555,458.46,7.06,0.416,717.4,0.211,2.26
S02122,reservedel,42.02,1.485,1321.33,34.5,0.251,1392.6,0.161,1.56
S02123,daglig,5151.5,0.345,17.86,3.52,0.142,22.0,0.445,4.69
S02124,ferskvare,7695.12,0.542,69.34,2.89,0.202,3.1,0.393,1.28
S02125,frossen,2543.67,0.348,150.93,21.53,0.264,318.8,0.287,4.01
S02126,kampanje,2632.73,0.746,45.95,13.8,0.307,114.3,0.303,10.18
S02127,daglig,10038.43,0.203,25.16,5.96,0.196,14.3,0.654,4.98
S02128,kampanje,3311.56,0.604,99.05,6.79,0.361,157.2,0.64,18.4
S02129,reservedel,56.61,0.988,1143.19,39.7,0.321,2894.7,0.217,1.94
S02130,ikke-mat,678.63,1.543,346.48,29.72,0.421,779.0,0.106,3.87
S02131,reservedel,18.55,2.249,2375.57,55.09,0.572,3398.3,0.114,0.06
S02132,ikke-mat,579.17,1.136,383.99,26.19,0.292,805.4,0.303,3.33
S02133,daglig,4191.72,0.259,37.77,4.15,0.266,28.4,0.44,3.35
S02134,ikke-mat,365.71,0.956,213.32,6.02,0.173,1589.0,0.141,3.3
S02135,frossen,1979.32,0.24,37.19,14.46,0.367,504.0,0.225,2.12
S02136,kampanje,1819.58,1.048,40.49,6.31,0.378,161.2,0.568,9.97
S02137,ferskvare,8818.21,0.485,73.49,1.28,0.235,3.8,0.618,1.26
S02138,ferskvare,1261.81,0.255,68.89,1.16,0.151,5.7,0.6,4.2
S02139,frossen,2855.72,0.457,92.69,7.59,0.288,110.5,0.388,3.86
S02140,ikke-mat,181.43,1.541,331.68,18.99,0.474,784.3,0.205,0.73
S02141,sesong,840.34,0.884,69.56,12.85,0.256,153.8,0.395,7.84
S02142,frossen,2623.83,0.442,110.93,16.43,0.343,259.7,0.375,2.65
S02143,kampanje,1302.26,1.194,34.37,7.83,0.248,73.6,0.429,16.62
S02144,ikke-mat,801.98,0.917,90.48,13.29,0.479,920.0,0.411,1.85
S02145,ferskvare,2037.2,0.259,79.87,1.97,0.153,6.4,0.436,5.89
S02146,ferskvare,2959.43,0.344,40.55,2.62,0.129,5.4,0.352,2.03
S02147,ikke-mat,1144.48,1.487,293.57,11.8,0.295,724.5,0.211,1.29
S02148,frossen,6788.2,0.283,42.02,21.54,0.204,526.9,0.34,2.03
S02149,daglig,3613.06,0.395,31.75,3.42,0.231,16.3,0.622,3.67
S02150,reservedel,231.22,1.04,2517.88,30.93,0.59,1481.1,0.143,0.61
S02151,sesong,2921.37,0.694,77.7,16.92,0.188,242.8,0.393,4.88
S02152,ikke-mat,486.72,1.482,96.97,13.1,0.292,1497.9,0.327,1.8
S02153,reservedel,47.99,0.934,830.19,17.0,0.248,2486.0,0.182,0.09
S02154,kampanje,1508.04,0.645,57.72,13.9,0.304,35.1,0.439,16.05
S02155,kampanje,4798.11,0.826,22.11,9.41,0.335,98.4,0.671,18.82
S02156,sesong,1540.97,0.49,70.6,14.73,0.27,142.9,0.48,5.15
S02157,frossen,1050.11,0.239,73.37,11.52,0.384,248.0,0.535,3.91
S02158,premium,62.43,1.494,905.44,16.41,0.277,310.4,0.116,0.62
S02159,frossen,12674.17,0.241,137.8,23.87,0.325,533.1,0.207,2.06
S02160,ikke-mat,330.32,0.92,324.6,24.83,0.186,1704.3,0.112,2.75
S02161,kampanje,1846.21,0.613,113.71,13.37,0.304,106.4,0.554,14.96
S02162,ferskvare,4311.49,0.456,79.4,2.22,0.129,6.5,0.386,1.83
S02163,daglig,2210.3,0.18,38.1,5.31,0.112,18.3,0.427,4.57
S02164,reservedel,12.21,1.133,2984.79,48.09,0.537,3374.4,0.279,1.5
S02165,ferskvare,2771.86,0.432,35.37,1.77,0.145,3.8,0.613,3.42
S02166,kampanje,2191.85,0.607,105.58,8.17,0.288,144.6,0.64,14.13
S02167,kampanje,6609.75,1.158,76.79,11.2,0.223,125.5,0.448,13.4
S02168,ikke-mat,1245.29,1.556,189.75,26.83,0.227,1186.8,0.161,1.16
S02169,frossen,2256.53,0.566,89.19,21.61,0.218,378.6,0.564,4.22
S02170,reservedel,225.15,2.249,2303.7,17.06,0.466,2667.4,0.226,0.63
S02171,premium,453.93,1.131,1013.61,20.76,0.219,689.4,0.328,2.14
S02172,ferskvare,1544.44,0.479,38.48,1.8,0.113,6.5,0.351,3.73
S02173,daglig,5327.97,0.238,41.68,2.13,0.293,27.9,0.434,7.21
S02174,ferskvare,5174.32,0.274,37.96,2.62,0.2,2.4,0.588,4.54
S02175,ikke-mat,550.74,1.583,306.54,8.13,0.434,837.7,0.382,2.7
S02176,ikke-mat,741.41,0.794,327.98,26.23,0.443,1279.7,0.191,1.26
S02177,kampanje,1508.89,1.026,50.94,4.06,0.321,120.1,0.551,11.22
S02178,premium,266.9,1.036,1419.82,14.0,0.275,1049.9,0.272,1.53
S02179,kampanje,9085.77,1.142,53.51,6.25,0.354,64.7,0.698,13.05
S02180,ikke-mat,738.22,0.674,66.72,7.38,0.152,842.6,0.224,1.72
S02181,premium,58.68,0.578,491.43,8.7,0.194,647.4,0.377,0.78
S02182,sesong,1440.02,0.782,93.81,5.76,0.308,278.2,0.491,9.57
S02183,premium,272.48,0.95,1621.55,12.95,0.248,192.1,0.276,1.58
S02184,frossen,2768.97,0.275,169.54,7.32,0.317,268.6,0.333,3.73
S02185,reservedel,21.16,2.269,790.61,54.22,0.485,817.9,0.264,1.58
S02186,sesong,2119.94,0.855,105.73,20.89,0.186,82.1,0.382,5.06
S02187,daglig,5652.39,0.25,54.66,2.57,0.138,22.4,0.713,6.99
S02188,frossen,1563.39,0.553,135.58,24.29,0.214,250.6,0.41,4.31
S02189,ikke-mat,203.55,1.399,194.64,17.52,0.252,1635.9,0.34,2.21
S02190,daglig,7852.17,0.349,23.99,4.57,0.292,7.5,0.651,2.94
S02191,frossen,2781.5,0.575,145.48,7.36,0.302,496.7,0.293,2.33
S02192,premium,49.77,1.053,276.15,8.04,0.248,1034.9,0.241,1.46
S02193,frossen,2650.82,0.469,95.65,15.79,0.311,403.0,0.578,3.08
S02194,premium,407.66,0.972,1074.75,7.1,0.417,1202.5,0.248,1.35
S02195,sesong,1118.61,0.748,145.91,13.02,0.181,114.9,0.164,9.57
S02196,daglig,6299.69,0.397,52.02,2.38,0.24,23.2,0.49,4.94
S02197,sesong,1688.02,0.505,145.99,19.76,0.335,61.5,0.188,7.84
S02198,ikke-mat,153.14,0.673,355.18,5.71,0.306,1748.5,0.276,3.65
S02199,sesong,4617.76,0.504,76.55,10.39,0.319,340.6,0.109,3.69
S02200,ferskvare,3193.29,0.42,37.27,1.52,0.134,4.2,0.307,4.69
S02201,daglig,7996.73,0.308,20.57,5.53,0.236,27.0,0.59,4.59
S02202,kampanje,6494.58,0.904,79.32,8.2,0.229,71.0,0.306,11.83
S02203,ferskvare,2237.36,0.312,19.16,1.59,0.124,5.2,0.302,5.9
S02204,frossen,3949.03,0.396,186.96,20.19,0.399,215.2,0.599,2.72
S02205,premium,53.7,0.908,535.74,4.07,0.195,634.7,0.226,1.63
S02206,kampanje,3247.97,0.559,104.11,9.77,0.351,143.5,0.661,9.12
S02207,ikke-mat,159.21,1.463,88.63,20.35,0.43,766.3,0.353,3.36
S02208,frossen,3183.37,0.278,125.7,19.35,0.281,395.8,0.373,5.51
S02209,ikke-mat,134.15,1.231,128.54,23.11,0.174,1120.7,0.121,2.11
S02210,premium,239.93,0.961,867.05,5.21,0.241,748.7,0.359,2.69
S02211,sesong,6065.92,0.598,90.18,15.27,0.291,299.7,0.298,6.9
S02212,reservedel,11.66,1.308,2587.73,52.71,0.256,3434.6,0.257,1.56
S02213,sesong,1522.36,0.792,43.95,6.81,0.23,61.6,0.389,6.78
S02214,sesong,735.66,0.722,37.03,6.13,0.247,212.4,0.236,7.35
S02215,sesong,769.58,0.625,122.95,14.27,0.182,269.3,0.414,3.46
S02216,ferskvare,5185.4,0.527,23.6,2.8,0.162,5.4,0.66,5.95
S02217,kampanje,1349.45,0.714,49.0,12.51,0.28,153.4,0.32,10.62
S02218,frossen,2226.1,0.411,48.29,14.22,0.397,447.4,0.504,2.54
S02219,sesong,3682.11,0.461,86.42,19.86,0.166,336.4,0.178,4.32
S02220,kampanje,4192.06,1.155,80.37,11.51,0.273,161.0,0.533,15.2
S02221,premium,181.06,1.25,390.26,18.6,0.228,1455.1,0.216,0.36
S02222,premium,398.96,1.131,826.31,17.92,0.355,453.2,0.262,2.36
S02223,daglig,4552.2,0.427,11.8,4.71,0.256,16.8,0.404,6.12
S02224,reservedel,107.84,1.158,570.18,56.15,0.275,2138.4,0.291,1.52
S02225,premium,167.27,0.684,914.28,5.61,0.175,319.7,0.282,0.58
S02226,frossen,2191.92,0.547,55.13,21.82,0.283,350.6,0.209,2.0
S02227,kampanje,15134.27,0.596,54.35,9.06,0.227,112.0,0.512,15.23
S02228,premium,231.02,0.954,1621.7,11.54,0.287,1019.3,0.285,0.03
S02229,frossen,5129.27,0.313,127.17,23.18,0.384,353.7,0.208,4.72
S02230,reservedel,93.5,2.041,1912.77,48.44,0.276,2166.3,0.185,0.6
S02231,daglig,12471.92,0.407,33.23,4.64,0.203,26.2,0.603,2.56
S02232,sesong,691.4,0.457,138.1,15.61,0.302,278.1,0.43,9.91
S02233,premium,151.47,0.612,1143.6,16.87,0.318,568.6,0.316,1.34
S02234,ikke-mat,225.56,1.609,280.61,12.09,0.265,1199.6,0.269,0.64
S02235,premium,111.33,0.5,1058.99,13.39,0.25,613.6,0.195,1.34
S02236,frossen,3708.69,0.388,198.95,14.9,0.34,337.0,0.505,5.55
S02237,premium,79.01,1.537,1693.86,20.95,0.197,184.6,0.231,2.2
S02238,frossen,5056.16,0.349,130.94,11.46,0.346,193.3,0.536,3.39
S02239,kampanje,3210.58,0.743,63.91,12.46,0.31,38.3,0.585,10.19
S02240,frossen,1578.41,0.387,115.27,7.65,0.254,112.8,0.366,4.49
S02241,daglig,3704.72,0.186,43.08,4.12,0.267,11.7,0.448,4.17
S02242,ikke-mat,290.92,1.183,89.44,6.78,0.387,798.6,0.368,1.18
S02243,premium,286.41,1.582,225.71,5.29,0.401,356.8,0.184,0.79
S02244,kampanje,3284.78,0.817,104.06,11.47,0.306,67.4,0.617,18.39
S02245,ferskvare,4078.95,0.494,67.8,2.89,0.14,5.7,0.576,5.39
S02246,premium,290.39,1.438,775.32,5.84,0.259,1223.3,0.139,1.91
S02247,reservedel,32.47,2.041,2553.01,16.99,0.4,2278.5,0.235,0.57
S02248,reservedel,157.68,2.332,1582.25,60.78,0.403,3013.3,0.216,0.53
S02249,ikke-mat,281.44,0.877,329.0,8.63,0.414,691.0,0.338,2.26
S02250,kampanje,4289.66,0.869,107.92,10.81,0.399,147.7,0.557,14.76
S02251,daglig,3584.15,0.271,51.72,5.76,0.196,10.2,0.643,6.45
S02252,reservedel,413.42,2.171,1736.88,28.08,0.452,1859.6,0.236,0.01
S02253,kampanje,3343.97,1.174,95.92,6.41,0.396,104.9,0.509,18.91
S02254,premium,184.45,1.267,1765.52,8.92,0.22,217.4,0.204,1.81
S02255,kampanje,4905.36,0.581,55.41,11.48,0.221,137.2,0.605,14.83
S02256,kampanje,2726.81,1.17,23.47,10.79,0.247,91.2,0.549,16.55
S02257,ikke-mat,193.07,1.533,289.63,7.93,0.158,1138.5,0.386,0.44
S02258,premium,94.23,0.782,1107.35,10.03,0.21,185.6,0.196,1.55
S02259,ikke-mat,836.57,1.215,276.6,21.23,0.265,510.2,0.469,3.81
S02260,reservedel,102.7,1.887,170.56,12.83,0.231,2884.5,0.068,0.37
S02261,frossen,2833.45,0.362,124.38,19.16,0.292,296.8,0.501,3.16
S02262,daglig,2165.36,0.406,44.46,3.91,0.155,10.1,0.415,7.11
S02263,ferskvare,4052.83,0.306,35.97,1.53,0.182,3.4,0.653,4.6
S02264,frossen,3010.17,0.545,187.03,27.58,0.262,184.4,0.266,4.51
S02265,kampanje,7927.29,1.084,98.31,10.28,0.287,53.0,0.502,9.91
S02266,ikke-mat,1374.42,0.972,148.92,16.03,0.353,901.5,0.485,0.02
S02267,daglig,4886.46,0.215,59.82,4.91,0.229,23.7,0.563,6.71
S02268,reservedel,49.77,2.25,3011.32,61.46,0.496,2628.5,0.156,0.79
S02269,ferskvare,3492.42,0.402,73.86,1.11,0.222,5.9,0.391,1.19
S02270,premium,357.58,0.72,1793.63,3.17,0.219,233.8,0.335,1.74
S02271,ikke-mat,975.76,1.332,142.7,7.32,0.453,722.9,0.457,3.51
S02272,premium,141.81,1.164,1721.32,16.61,0.355,737.7,0.245,1.17
S02273,reservedel,58.37,2.227,196.06,61.15,0.367,2879.9,0.012,1.79
S02274,reservedel,35.16,1.678,1027.1,28.66,0.321,1103.9,0.139,0.91
S02275,ikke-mat,136.14,1.104,85.6,26.3,0.299,1321.7,0.472,3.07
S02276,ferskvare,4473.84,0.441,78.71,2.65,0.127,4.8,0.646,5.02
S02277,kampanje,6670.28,0.887,45.78,10.79,0.295,74.6,0.435,18.28
S02278,daglig,2080.78,0.394,55.69,5.81,0.198,9.2,0.72,5.8
S02279,frossen,5007.26,0.335,184.76,19.44,0.207,477.2,0.505,4.57
S02280,ferskvare,606.38,0.327,31.09,1.06,0.123,3.0,0.516,1.65
S02281,ferskvare,3923.15,0.339,86.1,2.98,0.222,1.3,0.591,1.89
S02282,frossen,1764.0,0.557,97.73,26.51,0.342,225.5,0.238,5.26
S02283,daglig,8531.93,0.181,58.35,2.97,0.293,22.7,0.52,4.3
S02284,ferskvare,4261.25,0.402,20.61,1.46,0.229,5.2,0.5,2.23
S02285,premium,228.7,0.59,1791.63,18.48,0.245,1294.3,0.305,2.0
S02286,ferskvare,3401.82,0.567,48.78,2.61,0.145,2.8,0.686,3.48
S02287,kampanje,1159.14,0.698,107.88,13.16,0.215,117.4,0.693,19.17
S02288,daglig,5971.87,0.354,40.21,2.81,0.231,14.7,0.535,4.52
S02289,kampanje,899.34,0.713,20.73,5.55,0.396,95.1,0.378,19.59
S02290,premium,176.14,1.033,1487.36,16.91,0.207,1086.0,0.287,2.03
S02291,ferskvare,2115.31,0.446,69.38,2.88,0.228,5.7,0.416,1.27
S02292,kampanje,1330.72,0.572,91.42,11.37,0.313,55.2,0.65,15.15
S02293,frossen,1217.64,0.233,157.17,8.28,0.316,166.2,0.283,2.93
S02294,frossen,2249.75,0.557,167.7,7.66,0.211,442.3,0.203,3.88
S02295,sesong,3438.5,0.949,52.36,20.31,0.323,360.7,0.406,9.0
S02296,daglig,8231.03,0.41,15.58,4.97,0.226,8.4,0.517,3.3
S02297,kampanje,4146.33,0.729,49.6,10.0,0.227,66.2,0.427,13.39
S02298,ferskvare,3140.53,0.6,37.53,1.57,0.183,6.1,0.483,2.24
S02299,premium,9.96,0.965,1774.21,20.93,0.319,267.0,0.27,2.86
S02300,frossen,2112.77,0.286,66.37,10.2,0.364,310.5,0.335,3.3
S02301,kampanje,2356.0,0.816,44.4,11.1,0.327,137.3,0.629,9.21
S02302,kampanje,2505.53,0.583,90.68,13.34,0.266,147.2,0.592,19.74
S02303,sesong,1151.26,0.833,136.45,16.32,0.323,173.2,0.376,4.85
S02304,ferskvare,2191.53,0.335,26.59,1.07,0.201,6.3,0.426,3.15
S02305,reservedel,65.2,1.378,1871.5,64.51,0.402,2699.3,0.212,0.3
S02306,daglig,9066.86,0.184,32.04,5.55,0.196,17.5,0.484,3.86
S02307,ferskvare,2985.42,0.506,18.16,1.26,0.147,6.4,0.388,4.63
S02308,reservedel,30.35,1.942,1910.9,47.32,0.315,1195.0,0.266,1.14
S02309,kampanje,1547.84,0.594,67.54,8.24,0.227,96.7,0.556,19.14
S02310,sesong,4836.68,0.701,130.11,9.48,0.284,61.5,0.129,7.37
S02311,premium,44.04,1.2,301.87,10.06,0.334,1093.3,0.345,0.99
S02312,sesong,1211.49,0.627,30.91,14.76,0.198,97.9,0.203,8.8
S02313,ferskvare,9224.02,0.356,49.19,2.61,0.148,3.3,0.395,3.86
S02314,reservedel,52.12,1.441,155.6,54.15,0.447,1361.7,0.094,1.91
S02315,ikke-mat,163.02,1.368,431.78,13.5,0.248,915.0,0.42,0.48
S02316,ikke-mat,102.32,0.874,304.55,21.04,0.28,768.2,0.402,0.13
S02317,reservedel,452.1,2.435,1370.72,48.54,0.248,1463.9,0.21,1.1
S02318,ikke-mat,432.12,1.276,277.73,26.46,0.299,1671.8,0.249,1.31
S02319,ferskvare,3929.74,0.31,20.38,2.02,0.194,1.1,0.365,2.51
S02320,premium,232.77,0.607,476.56,18.25,0.36,559.0,0.179,0.24
S02321,frossen,2894.71,0.562,157.61,17.06,0.227,385.3,0.574,2.31
S02322,kampanje,744.28,0.667,90.13,5.84,0.32,65.6,0.517,15.2
S02323,sesong,932.84,0.485,121.44,7.47,0.285,97.8,0.292,5.71
S02324,frossen,11956.55,0.452,49.55,21.72,0.239,218.8,0.351,5.1
S02325,premium,251.78,0.688,296.66,17.91,0.236,926.0,0.394,0.56
S02326,reservedel,52.84,2.494,2050.96,28.21,0.522,2944.6,0.28,0.95
S02327,ferskvare,6677.92,0.344,89.74,2.95,0.179,6.7,0.442,5.25
S02328,frossen,2315.57,0.487,153.5,20.35,0.37,266.4,0.54,2.73
S02329,kampanje,6642.02,1.038,110.23,6.75,0.211,106.1,0.65,19.66
S02330,sesong,2738.85,0.695,142.24,8.42,0.334,232.9,0.256,7.07
S02331,sesong,781.86,0.501,125.31,20.24,0.277,103.5,0.357,3.82
S02332,premium,115.76,0.535,980.0,8.78,0.179,575.6,0.294,0.87
S02333,sesong,2698.9,0.827,137.92,12.55,0.292,314.2,0.369,6.69
